Date,Open,High,Low,Close
1-February-1999,,,,1000.00
2-February-1999,,,,989.26
3-February-1999,,,,1005.18
4-February-1999,,,,995.89
5-February-1999,,,,992.92
8-February-1999,,,,986.74
9-February-1999,,,,991.57
10-February-1999,,,,1021.02
11-February-1999,,,,1010.57
12-February-1999,,,,1012.10
15-February-1999,,,,1019.35
16-February-1999,,,,1034.19
17-February-1999,,,,1038.14
18-February-1999,,,,1035.34
19-February-1999,,,,1017.22
22-February-1999,,,,1016.53
23-February-1999,,,,1006.51
24-February-1999,,,,1005.63
25-February-1999,,,,1013.73
26-February-1999,,,,993.09
27-February-1999,,,,1030.29
1-March-1999,,,,1020.68
3-March-1999,,,,1036.85
4-March-1999,,,,1016.77
5-March-1999,,,,1024.28
8-March-1999,,,,1052.22
9-March-1999,,,,1085.79
10-March-1999,,,,1068.73
11-March-1999,,,,1043.84
12-March-1999,,,,1031.50
15-March-1999,,,,1051.78
16-March-1999,,,,1067.90
17-March-1999,,,,1051.55
19-March-1999,,,,1042.01
22-March-1999,,,,1073.08
23-March-1999,,,,1077.73
24-March-1999,,,,1059.54
26-March-1999,,,,1032.48
30-March-1999,,,,1040.70
31-March-1999,,,,1051.89
1-April-1999,,,,1050.11
5-April-1999,,,,988.43
6-April-1999,,,,968.34
7-April-1999,,,,940.30
8-April-1999,,,,914.91
9-April-1999,,,,872.64
12-April-1999,,,,879.53
13-April-1999,,,,875.54
15-April-1999,,,,850.99
16-April-1999,,,,895.72
17-April-1999,,,,838.16
19-April-1999,,,,856.89
20-April-1999,,,,848.84
21-April-1999,,,,846.76
22-April-1999,,,,841.73
23-April-1999,,,,823.46
26-April-1999,,,,770.39
28-April-1999,,,,780.57
29-April-1999,,,,802.45
3-May-1999,,,,815.42
4-May-1999,,,,828.16
5-May-1999,,,,836.88
6-May-1999,,,,837.92
7-May-1999,,,,860.58
10-May-1999,,,,895.82
11-May-1999,,,,921.28
12-May-1999,,,,886.44
13-May-1999,,,,902.88
14-May-1999,,,,921.01
17-May-1999,,,,913.58
18-May-1999,,,,915.60
19-May-1999,,,,936.87
20-May-1999,,,,924.24
21-May-1999,,,,895.12
24-May-1999,,,,906.38
25-May-1999,,,,916.27
26-May-1999,,,,898.00
27-May-1999,,,,882.24
28-May-1999,,,,855.69
