Date,Open,High,Low,Close
1-February-1999,-,-,-,1000.00
2-February-1999,-,-,-,994.33
3-February-1999,-,-,-,1008.06
4-February-1999,-,-,-,997.23
5-February-1999,-,-,-,990.48
8-February-1999,-,-,-,994.25
9-February-1999,-,-,-,998.72
10-February-1999,-,-,-,1044.92
11-February-1999,-,-,-,1047.71
12-February-1999,-,-,-,1055.31
15-February-1999,-,-,-,1044.02
16-February-1999,-,-,-,1047.17
17-February-1999,-,-,-,1038.52
18-February-1999,-,-,-,1026.13
19-February-1999,-,-,-,1022.79
22-February-1999,-,-,-,1018.58
23-February-1999,-,-,-,1010.27
24-February-1999,-,-,-,1004.94
25-February-1999,-,-,-,995.24
26-February-1999,-,-,-,970.12
1-March-1999,-,-,-,1088.72
3-March-1999,-,-,-,1122.38
4-March-1999,-,-,-,1120.96
5-March-1999,-,-,-,1123.38
8-March-1999,-,-,-,1139.57
9-March-1999,-,-,-,1149.80
10-March-1999,-,-,-,1154.93
11-March-1999,-,-,-,1150.58
12-March-1999,-,-,-,1153.25
15-March-1999,-,-,-,1192.00
16-March-1999,-,-,-,1188.05
17-March-1999,-,-,-,1166.85
19-March-1999,-,-,-,1164.21
22-March-1999,-,-,-,1175.90
23-March-1999,-,-,-,1190.64
24-March-1999,-,-,-,1174.24
26-March-1999,-,-,-,1157.99
30-March-1999,-,-,-,1180.39
31-March-1999,-,-,-,1196.26
1-April-1999,-,-,-,1178.34
5-April-1999,-,-,-,1138.21
6-April-1999,-,-,-,1163.74
7-April-1999,-,-,-,1164.34
8-April-1999,-,-,-,1152.48
9-April-1999,-,-,-,1138.97
12-April-1999,-,-,-,1146.01
13-April-1999,-,-,-,1142.14
15-April-1999,-,-,-,1108.10
16-April-1999,-,-,-,1174.64
19-April-1999,-,-,-,1141.24
20-April-1999,-,-,-,1130.01
21-April-1999,-,-,-,1140.23
22-April-1999,-,-,-,1126.58
23-April-1999,-,-,-,1133.54
26-April-1999,-,-,-,1083.71
28-April-1999,-,-,-,1087.61
29-April-1999,-,-,-,1091.33
3-May-1999,-,-,-,1090.26
4-May-1999,-,-,-,1115.89
5-May-1999,-,-,-,1126.40
6-May-1999,-,-,-,1144.05
7-May-1999,-,-,-,1138.44
10-May-1999,-,-,-,1165.81
11-May-1999,-,-,-,1180.55
12-May-1999,-,-,-,1188.77
13-May-1999,-,-,-,1219.00
14-May-1999,-,-,-,1221.26
17-May-1999,-,-,-,1203.10
18-May-1999,-,-,-,1197.30
19-May-1999,-,-,-,1192.99
20-May-1999,-,-,-,1191.78
21-May-1999,-,-,-,1207.68
24-May-1999,-,-,-,1220.28
25-May-1999,-,-,-,1229.70
26-May-1999,-,-,-,1219.52
27-May-1999,-,-,-,1193.40
28-May-1999,-,-,-,1170.84
31-May-1999,-,-,-,1212.67
1-June-1999,-,-,-,1199.83
2-June-1999,-,-,-,1198.40
3-June-1999,-,-,-,1196.75
4-June-1999,-,-,-,1208.26
7-June-1999,-,-,-,1212.17
8-June-1999,-,-,-,1206.44
9-June-1999,-,-,-,1199.88
10-June-1999,-,-,-,1199.13
11-June-1999,-,-,-,1178.91
14-June-1999,-,-,-,1172.57
15-June-1999,-,-,-,1164.05
16-June-1999,-,-,-,1196.64
17-June-1999,-,-,-,1226.73
18-June-1999,-,-,-,1232.91
21-June-1999,-,-,-,1244.87
22-June-1999,-,-,-,1248.71
23-June-1999,-,-,-,1223.81
24-June-1999,-,-,-,1207.71
25-June-1999,-,-,-,1202.70
28-June-1999,-,-,-,1225.24
29-June-1999,-,-,-,1237.92
30-June-1999,-,-,-,1232.33
1-July-1999,-,-,-,1234.33
2-July-1999,-,-,-,1241.66
5-July-1999,-,-,-,1260.44
6-July-1999,-,-,-,1257.63
7-July-1999,-,-,-,1252.99
8-July-1999,-,-,-,1247.48
9-July-1999,-,-,-,1235.81
12-July-1999,-,-,-,1268.22
13-July-1999,-,-,-,1268.83
14-July-1999,-,-,-,1289.14
15-July-1999,-,-,-,1277.01
16-July-1999,-,-,-,1248.50
19-July-1999,-,-,-,1275.90
20-July-1999,-,-,-,1276.04
21-July-1999,-,-,-,1295.55
22-July-1999,-,-,-,1329.63
23-July-1999,-,-,-,1332.34
26-July-1999,-,-,-,1326.89
27-July-1999,-,-,-,1321.67
28-July-1999,-,-,-,1323.80
29-July-1999,-,-,-,1322.83
30-July-1999,-,-,-,1314.23
2-August-1999,-,-,-,1313.90
3-August-1999,-,-,-,1311.32
4-August-1999,-,-,-,1333.27
5-August-1999,-,-,-,1326.83
6-August-1999,-,-,-,1319.50
9-August-1999,-,-,-,1327.41
10-August-1999,-,-,-,1312.62
11-August-1999,-,-,-,1306.29
12-August-1999,-,-,-,1293.74
13-August-1999,-,-,-,1274.60
16-August-1999,-,-,-,1280.43
17-August-1999,-,-,-,1302.59
18-August-1999,-,-,-,1328.24
19-August-1999,-,-,-,1306.97
20-August-1999,-,-,-,1302.17
23-August-1999,-,-,-,1316.09
24-August-1999,-,-,-,1330.04
25-August-1999,-,-,-,1320.92
26-August-1999,-,-,-,1366.36
27-August-1999,-,-,-,1368.14
30-August-1999,-,-,-,1368.23
31-August-1999,-,-,-,1360.98
1-September-1999,-,-,-,1356.35
2-September-1999,-,-,-,1334.60
3-September-1999,-,-,-,1324.76
6-September-1999,-,-,-,1353.41
7-September-1999,-,-,-,1335.59
8-September-1999,-,-,-,1334.02
9-September-1999,-,-,-,1332.75
10-September-1999,-,-,-,1330.03
14-September-1999,-,-,-,1311.60
15-September-1999,-,-,-,1304.80
16-September-1999,-,-,-,1280.99
